
[+] Resolving hosts from [ host.txt ]
+-----------------------------------------------------------------------------+-----------------+-------+
| Hostname                                                                    | IP              | RType |
| lax-111.68.97.137.ist.edu.pk                                                | 111.68.97.150   |   A   |
| lax-pmc.gov.pk.pmc.gov.pk                                                   | 43.250.84.119   |   A   |
| lax-www.pmc.gov.pk                                                          | 43.250.84.119   |   A   |
| lax1-www.lesco.gov.pk                                                       | 65.254.231.115  |   A   |
| lax111.68.97.132.ist.edu.pk                                                 | 111.68.97.150   |   A   |
| lax111.68.97.142.ist.edu.pk                                                 | 111.68.97.150   |   A   |
| lax1111.68.97.130.ist.edu.pk                                                | 111.68.97.150   |   A   |
| lax1111.68.97.138.ist.edu.pk                                                | 111.68.97.150   |   A   |
| lax1pmc.gov.pk.pmc.gov.pk                                                   | 43.250.84.119   |   A   |
| lax1www.pmc.gov.pk                                                          | 43.250.84.119   |   A   |
| lax8fvblu.daewoo.com.pk                                                     | 144.76.139.14   |   A   |
| laxm.agpr.gov.pk                                                            | 210.56.11.83    |   A   |
| laxpmc.gov.pk.pmc.gov.pk                                                    | 43.250.84.119   |   A   |
| layyah-lms.bzu.edu.pk                                                       | 119.159.230.43  |   A   |
| layyah.dc.lhc.gov.pk                                                        | 103.226.217.228 |   A   |
| layyah.punjab.gov.pk                                                        | 103.226.216.204 |   A   |
| lb-www.pmc.gov.pk                                                           | 43.250.84.119   |   A   |
| lb.agpr.gov.pk                                                              | 210.56.11.83    |   A   |
| lb.aiou.edu.pk                                                              | 111.68.97.57    |   A   |
| lb.fts.pu.edu.pk                                                            | 111.68.103.27   |   A   |
| lb.gcuf.edu.pk                                                              | 20.195.38.19    |   A   |
| lb.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| lb.pitb.gov.pk                                                              | 103.226.217.201 |   A   |
| lb.pmd.gov.pk                                                               | 203.124.42.75   |   A   |
| lb.umt.edu.pk                                                               | 104.26.9.95     |   A   |
| lb1.agpr.gov.pk                                                             | 210.56.11.83    |   A   |
| lb1.colgate.com.pk                                                          | 35.213.138.68   |   A   |
| lb1.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lb3.colgate.com.pk                                                          | 35.213.138.68   |   A   |
| lbr.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| lbs.leads.edu.pk                                                            | 64.20.39.18     |   A   |
| lbtc.agpr.gov.pk                                                            | 210.56.11.83    |   A   |
| lbwww.pmc.gov.pk                                                            | 43.250.84.119   |   A   |
| lc.daewoo.com.pk                                                            | 144.76.139.14   |   A   |
| lc.icbb.vu.edu.pk                                                           | 104.21.26.189   | CNAME |
| lc.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| lcbda.punjab.gov.pk                                                         | 103.226.217.56  |   A   |
| lcdcps.lesco.gov.pk                                                         | 65.254.231.115  |   A   |
| lce.lums.edu.pk                                                             | 110.93.234.52   |   A   |
| lcg.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| lcg.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lcos.pmd.gov.pk                                                             | 203.124.42.75   |   A   |
| lcs.pac.org.pk                                                              | 202.83.164.229  |   A   |
| lcss.lums.edu.pk                                                            | 203.135.63.169  |   A   |
| lct.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lcwu.edu.pk                                                                 | 5.9.157.157     |   A   |
| ldap.agpr.gov.pk                                                            | 210.56.11.83    |   A   |
| ldap.forex.com.pk                                                           | 167.114.174.80  |   A   |
| ldap2.forex.com.pk                                                          | 167.114.174.80  |   A   |
| ldasurvey.punjab.gov.pk                                                     | 103.226.216.148 |   A   |
| lddr.kp.gov.pk                                                              | 175.107.63.30   |   A   |
| ldr.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| le.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| le.pmd.gov.pk                                                               | 203.124.42.75   |   A   |
| lea.colgate.com.pk                                                          | 35.213.138.68   |   A   |
| leads.edu.pk                                                                | 172.67.167.109  |   A   |
| leaf.colgate.com.pk                                                         | 35.213.138.68   |   A   |
| leaf.lums.edu.pk                                                            | 203.135.63.169  |   A   |
| leap.secp.gov.pk                                                            | 52.59.124.117   | CNAME |
| learn.forex.com.pk                                                          | 167.114.174.80  |   A   |
| learn.pts.org.pk                                                            | 175.107.240.161 |   A   |
| learn.punjab.gov.pk                                                         | 103.226.216.134 |   A   |
| learning.jazz.com.pk                                                        | 119.73.65.72    |   A   |
| leave.fauji.org.pk                                                          | 203.135.56.26   |   A   |
| leb.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| leblogdefiancee.uskt.edu.pk                                                 | 206.72.198.158  |   A   |
| lecture.gcwuf.edu.pk                                                        | 121.52.153.225  |   A   |
| lee.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| leg.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| legacy.byco.com.pk                                                          | 203.101.170.21  |   A   |
| legacy.daewoo.com.pk                                                        | 144.76.139.14   |   A   |
| legacy.hec.gov.pk                                                           | 111.68.100.140  |   A   |
| legal.aiou.edu.pk                                                           | 45.64.25.22     |   A   |
| legal.opf.org.pk                                                            | 104.26.0.228    |   A   |
| legalaffairs.punjabpolice.gov.pk                                            | 103.119.125.150 |   A   |
| lei.lums.edu.pk                                                             | 203.135.62.22   |   A   |
| lej4learning.com.pk                                                         | 74.81.91.181    |   A   |
| lenny.daewoo.com.pk                                                         | 144.76.139.14   |   A   |
| leonardo.daewoo.com.pk                                                      | 144.76.139.14   |   A   |
| lepark.punjab.gov.pk                                                        | 103.226.216.152 |   A   |
| les.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| lesco.gov.pk                                                                | 210.56.17.100   |   A   |
| lesco.pitb.gov.pk                                                           | 103.226.217.201 |   A   |
| lescomail.lesco.gov.pk                                                      | 65.254.231.115  |   A   |
| letiantangbocai.daewoo.com.pk                                               | 144.76.139.14   |   A   |
| leto.daewoo.com.pk                                                          | 144.76.139.14   |   A   |
| letslearnarabic.aims.net.pk                                                 | 198.38.82.230   |   A   |
| lex.daewoo.com.pk                                                           | 144.76.139.14   |   A   |
| lexington.daewoo.com.pk                                                     | 144.76.139.14   |   A   |
| lf.icbb.vu.edu.pk                                                           | 172.67.138.93   | CNAME |
| lfa.punjab.gov.pk                                                           | 103.226.216.204 |   A   |
| lfahr.punjab.gov.pk                                                         | 103.226.216.195 |   A   |
| lfcbiekngdbniekf.pmc.gov.pk                                                 | 43.250.84.119   |   A   |
| lfcjecbimgdnimop.pmc.gov.pk                                                 | 43.250.84.119   |   A   |
| lfe.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lgcd.punjab.gov.pk                                                          | 103.226.216.186 |   A   |
| lgcdgpese.lesco.gov.pk                                                      | 65.254.231.115  |   A   |
| lgcdhr.punjab.gov.pk                                                        | 103.226.216.195 |   A   |
| lge.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lgh.punjab.gov.pk                                                           | 103.226.216.153 |   A   |
| lgkp.kp.gov.pk                                                              | 175.107.63.150  |   A   |
| lgrd.rmckpk.pmd.gov.pk                                                      | 203.124.42.75   |   A   |
| lgu.edu.pk                                                                  | 52.163.253.156  |   A   |
| lgujls.lgu.edu.pk                                                           | 52.163.253.156  |   A   |
| lgurjcsit.lgu.edu.pk                                                        | 52.163.253.156  |   A   |
| lh.hec.gov.pk                                                               | 111.68.100.5    |   A   |
| lhc.gov.pk                                                                  | 103.226.216.153 |   A   |
| lhc.punjab.gov.pk                                                           | 103.226.216.153 |   A   |
| lhcrc.lhc.gov.pk                                                            | 103.226.216.237 |   A   |
| lhe-line-245.super.net.pk                                                   | 203.130.6.245   |   A   |
| lhe-line-249.super.net.pk                                                   | 203.130.6.249   |   A   |
| lhesp1.multi.net.pk                                                         | 202.142.160.20  |   A   |
| lhfcbhakkar.punjab.gov.pk                                                   | 103.226.216.204 |   A   |
| lhr.atlashonda.com.pk                                                       | 216.92.93.28    |   A   |
| lhr.comsats.net.pk                                                          | 210.56.16.10    |   A   |
| lhr.nu.edu.pk                                                               | 68.66.205.190   |   A   |
| lhr01-vcta01.cyber.net.pk                                                   | 203.101.179.34  |   A   |
| lhrbt0.brain.net.pk                                                         | 203.128.7.19    |   A   |
| lhrmail.nu.edu.pk                                                           | 96.126.119.184  |   A   |
| lhrorion.cyber.net.pk                                                       | 61.5.137.10     |   A   |
| li.agpr.gov.pk                                                              | 210.56.11.83    |   A   |
| lia.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| liaqat-ali-bajwa.pu.edu.pk                                                  | 111.68.103.27   |   A   |
| lib.agpr.gov.pk                                                             | 210.56.11.83    |   A   |
| lib.colgate.com.pk                                                          | 35.213.138.68   |   A   |
| lib.daewoo.com.pk                                                           | 144.76.139.14   |   A   |
| lib.duhs.edu.pk                                                             | 67.222.63.249   |   A   |
| lib.forex.com.pk                                                            | 167.114.174.80  |   A   |
| lib.hoap.org.pk                                                             | 209.105.243.158 |   A   |
| lib.qau.edu.pk                                                              | 111.68.96.49    |   A   |
| lib.sbp.org.pk                                                              | 117.20.16.117   |   A   |
| lib.ssuet.edu.pk                                                            | 172.67.214.228  |   A   |
| libguides.lums.edu.pk                                                       | 13.54.130.134   | CNAME |
| libguides.riphah.edu.pk                                                     | 104.26.5.147    |   A   |
| libiri.iiu.edu.pk                                                           | 111.68.97.170   |   A   |
| libo.daewoo.com.pk                                                          | 144.76.139.14   |   A   |
| libraru.pu.edu.pk                                                           | 111.68.103.27   |   A   |
| library-displaycentr.pu.edu.pk                                              | 111.68.103.27   |   A   |
| library-intra.aiou.edu.pk                                                   | 45.64.25.19     |   A   |
| library.aiou.edu.pk                                                         | 45.64.25.19     |   A   |
| library.bzu.edu.pk                                                          | 178.63.179.249  |   A   |
| library.cmhlahore.edu.pk                                                    | 65.21.166.30    |   A   |
| library.cpsp.edu.pk                                                         | 111.68.111.9    |   A   |
| library.dsu.edu.pk                                                          | 111.68.107.82   |   A   |
| library.gcu.edu.pk                                                          | 72.167.126.225  |   A   |
| library.gcuf.edu.pk                                                         | 121.52.153.52   |   A   |
| library.gcwuf.edu.pk                                                        | 121.52.153.225  |   A   |
| library.gift.edu.pk                                                         | 162.241.224.233 |   A   |
| library.habib.edu.pk                                                        | 50.116.83.161   |   A   |
| library.hamdard.edu.pk                                                      | 198.23.61.109   |   A   |
| library.iba-suk.edu.pk                                                      | 121.52.154.84   |   A   |
| library.iba.edu.pk                                                          | 92.204.133.130  |   A   |
| library.iobm.edu.pk                                                         | 165.232.49.111  |   A   |
| library.issi.org.pk                                                         | 203.82.48.219   |   A   |
| library.itu.edu.pk                                                          | 103.226.216.182 |   A   |
| library.iub.edu.pk                                                          | 121.52.159.167  |   A   |
| library.kfueit.edu.pk                                                       | 175.107.18.165  |   A   |
| library.lesco.gov.pk                                                        | 65.254.231.115  |   A   |
| library.lhc.gov.pk                                                          | 103.226.216.237 |   A   |
| library.lums.edu.pk                                                         | 203.135.62.202  |   A   |
| library.muet.edu.pk                                                         | 172.67.71.210   |   A   |
| library.namal.edu.pk                                                        | 10.0.0.151      |   A   |
| library.neduet.edu.pk                                                       | 111.68.110.16   | CNAME |
| library.niu.edu.pk                                                          | 35.213.158.254  |   A   |
| library.numl.edu.pk                                                         | 45.64.24.72     |   A   |
| library.nust.edu.pk                                                         | 111.68.101.193  |   A   |
| library.pieas.edu.pk                                                        | 111.68.99.199   |   A   |
| library.pu.edu.pk                                                           | 198.50.169.172  |   A   |
| library.senate.gov.pk                                                       | 202.83.162.165  |   A   |
| library.smiu.edu.pk                                                         | 192.254.232.36  |   A   |
| library.tmuc.edu.pk                                                         | 210.56.9.58     |   A   |
| library.tuf.edu.pk                                                          | 3.128.245.252   |   A   |
| library.ucp.edu.pk                                                          | 116.71.132.55   |   A   |
| library.uet.edu.pk                                                          | 111.68.102.9    |   A   |
| library.umt.edu.pk                                                          | 104.26.8.95     |   A   |
| library.uob.edu.pk                                                          | 121.52.157.100  |   A   |
| library.uoch.edu.pk                                                         | 172.98.94.6     |   A   |
| library.uog.edu.pk                                                          | 104.21.5.248    |   A   |
| library.vu.edu.pk                                                           | 111.68.104.54   |   A   |
| library.zu.edu.pk                                                           | 14.192.146.154  |   A   |
| librarynspp.punjab.gov.pk                                                   | 103.226.217.223 |   A   |
| libraryportal.iba-suk.edu.pk                                                | 121.52.154.84   |   A   |
| libraryportal.lums.edu.pk                                                   | 203.135.62.150  |   A   |
| lif.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lifetimelearning.lums.edu.pk                                                | 110.93.234.102  |   A   |
| lig.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lightspeed.daewoo.com.pk                                                    | 144.76.139.14   |   A   |
| lightyears.pmd.gov.pk                                                       | 203.124.42.75   |   A   |
| lijiboyulecheng.daewoo.com.pk                                               | 144.76.139.14   |   A   |
| lil.lesco.gov.pk                                                            | 65.254.231.115  |   A   |
| lime.colgate.com.pk                                                         | 35.213.138.68   |   A   |
| ling.qau.edu.pk                                                             | 166.62.36.108   | error |
| link.agpr.gov.pk                                                            | 210.56.11.83    |   A   |
| link.bankislami.com.pk                                                      | 202.44.90.23    |   A   |
| link.lums.edu.pk                                                            | 199.60.103.228  | CNAME |
| link.nip.com.pk                                                             | 45.79.91.205    | error |
| link.pidc.com.pk                                                            | 172.104.229.56  | CNAME |
| link.tcf.org.pk                                                             | 67.199.248.13   | CNAME |
| links.forex.com.pk                                                          | 167.114.174.80  |   A   |
| links.lpp.org.pk                                                            | 65.21.166.30    |   A   |
| linux.daewoo.com.pk                                                         | 144.76.139.14   |   A   |
| linux.forex.com.pk                                                          | 167.114.174.80  |   A   |
| linux.icbb.vu.edu.pk                                                        | 104.21.26.189   | CNAME |
| linux2.icbb.vu.edu.pk                                                       | 172.67.138.93   | CNAME |
| lion.daewoo.com.pk                                                          | 144.76.139.14   |   A   |
| lis.aiou.edu.pk                                                             | 45.64.25.22     |   A   |
| lis.colgate.com.pk                                                          | 35.213.138.68   |   A   |
| lisa.colgate.com.pk                                                         | 35.213.138.68   |   A   |
| list.cyber.net.pk                                                           | 61.5.158.20     |   A   |
| list.riphah.edu.pk                                                          | 172.67.72.20    |   A   |
| lists.aeg.com.pk                                                            | 142.4.50.75     | CNAME |
| lists.ajkpsc.gov.pk                                                         | 210.56.11.14    | CNAME |
| lists.byco.com.pk                                                           | 103.213.115.196 | CNAME |
| lists.cda.gov.pk                                                            | 203.124.44.149  | CNAME |
| lists.daewoo.com.pk                                                         | 144.76.139.14   |   A   |
| lists.dra.gov.pk                                                            | 203.124.44.149  | CNAME |
| lists.eco.pu.edu.pk                                                         | 111.68.103.27   |   A   |
| lists.ffd.pmd.gov.pk                                                        | 203.124.42.75   |   A   |
| lists.finance.gov.pk                                                        | 210.56.14.219   | CNAME |
| lists.fuuastisb.edu.pk                                                      | 66.165.248.146  | CNAME |
| lists.gcci.org.pk                                                           | 158.255.46.164  | CNAME |
| lists.ghpl.com.pk                                                           | 203.124.44.48   | CNAME |
| lists.gil.com.pk                                                            | 104.21.35.14    |   A   |
| lists.gis.pu.edu.pk                                                         | 111.68.103.27   |   A   |
| lists.hitecuni.edu.pk                                                       | 66.219.22.53    | CNAME |
| lists.how.org.pk                                                            | 66.165.248.146  | CNAME |
| lists.hrjobs.net.pk                                                         | 210.56.11.69    | CNAME |
| lists.icaponline.net.pk                                                     | 192.199.248.42  | CNAME |
| lists.icbb.vu.edu.pk                                                        | 172.67.138.93   | CNAME |
| lists.jobs.gov.pk                                                           | 210.56.14.163   | CNAME |
| lists.karachiairport.com.pk                                                 | 175.107.240.146 | CNAME |
| lists.lahoreairport.com.pk                                                  | 175.107.240.146 | CNAME |
| lists.mpcl.com.pk                                                           | 175.107.241.67  | CNAME |
| lists.news.com.pk                                                           | 173.212.196.60  |   A   |
| lists.nu.edu.pk                                                             | 203.124.43.201  | CNAME |
| lists.pakoil.com.pk                                                         | 203.124.44.67   | CNAME |
| lists.pcst.org.pk                                                           | 203.124.44.3    | CNAME |
| lists.pec.org.pk                                                            | 210.56.11.13    | CNAME |
| lists.portal.net.pk                                                         | 98.142.104.250  | CNAME |
| lists.qau.edu.pk                                                            | 50.62.23.127    |   A   |
| lists.quest.edu.pk                                                          | 103.152.255.188 | CNAME |
| lists.rescue.gov.pk                                                         | 184.154.15.218  | CNAME |
| lists.rootsinternational.edu.pk                                             | 203.124.44.147  | CNAME |
| lists.suparco.gov.pk                                                        | 221.120.199.36  | CNAME |
| lists.tiens.com.pk                                                          | 173.249.44.24   | CNAME |
| lists.uow.edu.pk                                                            | 66.219.22.238   | CNAME |
| lists.usf.org.pk                                                            | 58.65.167.50    |   A   |
| listserver.icbb.vu.edu.pk                                                   | 172.67.138.93   | CNAME |
| lit.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| litcarnival.aiou.edu.pk                                                     | 45.64.25.22     |   A   |
| literacy.punjab.gov.pk                                                      | 103.226.217.74  |   A   |
| literacydrive.punjab.gov.pk                                                 | 103.226.216.191 |   A   |
| lites.pieas.edu.pk                                                          | 111.68.99.199   |   A   |
| litlahore.punjab.gov.pk                                                     | 103.226.216.195 |   A   |
| live-hncct.punjab.gov.pk                                                    | unresolvable    |   A   |
| live.agpr.gov.pk                                                            | 210.56.11.83    |   A   |
| live.aiou.edu.pk                                                            | 45.64.25.18     |   A   |
| live.aku.edu                                                                | 151.101.65.195  |   A   |
| live.caapakistan.com.pk                                                     | 103.213.115.48  |   A   |
| live.colgate.com.pk                                                         | 35.213.138.68   |   A   |
| live.cpsp.edu.pk                                                            | 111.68.111.28   |   A   |
| live.forex.com.pk                                                           | 167.114.174.80  |   A   |
| live.icbb.vu.edu.pk                                                         | 172.67.138.93   | CNAME |
| live.lums.edu.pk                                                            | 110.93.234.121  |   A   |
| live.ntu.edu.pk                                                             | 121.52.153.103  |   A   |
| live.pspa.punjab.gov.pk                                                     | 103.226.217.214 |   A   |
| live.shield.com.pk                                                          | 65.254.228.100  |   A   |
| livechat.zong.com.pk                                                        | 111.119.186.56  |   A   |
| livedemo.pts.org.pk                                                         | 175.107.240.161 |   A   |
| liveexaminationboard.aku.edu                                                | 204.12.71.24    |   A   |
| livehospitals.aku.edu                                                       | 204.12.71.24    |   A   |
| livestats.lesco.gov.pk                                                      | 65.254.231.115  |   A   |
| livestock.ajk.gov.pk                                                        | 210.56.9.108    |   A   |
| livestock.punjab.gov.pk                                                     | unresolvable    |   A   |
| livestockext.kp.gov.pk                                                      | 175.107.63.150  |   A   |
| livestockhr.punjab.gov.pk                                                   | 103.226.216.195 |   A   |
| livestockres.kp.gov.pk                                                      | 175.107.63.150  |   A   |
| livestockres.za.kp.gov.pk                                                   | 175.107.63.150  |   A   |
| livestream.aku.edu                                                          | 202.3.131.111   |   A   |
| livever.mcb.com.pk                                                          | 104.16.93.206   | CNAME |
| liyingyulecheng.daewoo.com.pk                                               | 144.76.139.14   |   A   |
| lj.daewoo.com.pk                                                            | 144.76.139.14   |   A   |
| ljc.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| ljf.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| lk.agpr.gov.pk                                                              | 210.56.11.83    |   A   |
| lk.forex.com.pk                                                             | 167.114.174.80  |   A   |
| lk.icbb.vu.edu.pk                                                           | 172.67.138.93   | CNAME |
| lk.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| lkj.icbb.vu.edu.pk                                                          | 172.67.138.93   | CNAME |
| lkj.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| lkjih.lesco.gov.pk                                                          | 65.254.231.115  |   A   |
| lkpc.com.pk                                                                 | 23.111.187.131  |   A   |
| ll.agpr.gov.pk                                                              | 210.56.11.83    |   A   |
| ll.colgate.com.pk                                                           | 35.213.138.68   |   A   |
| ll.daewoo.com.pk                                                            | 144.76.139.14   |   A   |
| ll.duhs.edu.pk                                                              | 67.222.63.249   |   A   |
| ll.forex.com.pk                                                             | 167.114.174.80  |   A   |
| ll.hoap.org.pk                                                              | 209.105.243.158 |   A   |
| llb.zabdesk.szabist.edu.pk                                                  | 111.68.108.202  | error |
| llc.leads.edu.pk                                                            | 64.20.39.18     |   A   |
| lll.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lls.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| lm.kims.net.pk                                                              | 138.201.162.195 |   A   |
| lma.lums.edu.pk                                                             | 203.135.63.169  |   A   |
| lmec.lums.edu.pk                                                            | 110.93.234.52   |   A   |
| lmis.pc.gov.pk                                                              | 203.82.48.218   |   A   |
| lms.agpr.gov.pk                                                             | 210.56.11.83    |   A   |
| lms.aup.edu.pk                                                              | 121.52.146.91   |   A   |
| lms.baqai.edu.pk                                                            | 52.237.112.151  |   A   |
| lms.buitms.edu.pk                                                           | 121.52.157.170  |   A   |
| lms.bzu.edu.pk                                                              | 178.63.179.249  |   A   |
| lms.dsu.edu.pk                                                              | 111.68.107.82   |   A   |
| lms.gcu.edu.pk                                                              | 72.167.126.225  |   A   |
| lms.gift.edu.pk                                                             | 52.4.228.222    |   A   |
| lms.habib.edu.pk                                                            | 50.116.83.161   |   A   |
| lms.hamdard.edu.pk                                                          | 209.150.150.23  |   A   |
| lms.iba-suk.edu.pk                                                          | 121.52.154.94   |   A   |
| lms.iba.edu.pk                                                              | 58.27.134.210   |   A   |
| lms.ibp.org.pk                                                              | 104.199.186.22  | CNAME |
| lms.ifmp.org.pk                                                             | 192.99.101.157  |   A   |
| lms.iiu.edu.pk                                                              | 172.67.68.253   |   A   |
| lms.indus.edu.pk                                                            | 208.87.134.194  |   A   |
| lms.iobm.edu.pk                                                             | 35.193.69.35    |   A   |
| lms.iub.edu.pk                                                              | 121.52.159.139  |   A   |
| lms.kemu.edu.pk                                                             | 103.4.94.172    |   A   |
| lms.kfueit.edu.pk                                                           | 175.107.18.165  |   A   |
| lms.lpp.org.pk                                                              | 65.21.166.30    |   A   |
| lms.lums.edu.pk                                                             | 110.93.234.187  |   A   |
| lms.mnsuam.edu.pk                                                           | 52.187.148.245  |   A   |
| lms.muet.edu.pk                                                             | 104.26.15.173   |   A   |
| lms.namal.edu.pk                                                            | 10.0.0.157      |   A   |
| lms.navttc.gov.pk                                                           | 203.124.44.148  |   A   |
| lms.niu.edu.pk                                                              | 51.254.166.213  |   A   |
| lms.ntu.edu.pk                                                              | 121.52.153.99   |   A   |
| lms.numl.edu.pk                                                             | 111.68.97.117   |   A   |
| lms.nust.edu.pk                                                             | 111.68.101.68   |   A   |
| lms.nutech.edu.pk                                                           | 124.109.47.21   |   A   |
| lms.pafkiet.edu.pk                                                          | 151.139.128.11  | CNAME |
| lms.pie.com.pk                                                              | 173.214.171.3   |   A   |
| lms.pra.punjab.gov.pk                                                       | 103.226.217.208 |   A   |
| lms.pu.edu.pk                                                               | 178.32.54.115   |   A   |
| lms.punjab.gov.pk                                                           | 103.226.216.195 |   A   |
| lms.qau.edu.pk                                                              | 111.68.96.49    |   A   |
| lms.rehnumai.punjab.gov.pk                                                  | 103.226.217.147 |   A   |
| lms.rootsinternational.edu.pk                                               | 124.109.48.176  |   A   |
| lms.snc.punjab.gov.pk                                                       | 103.226.217.39  |   A   |
| lms.sngpl.com.pk                                                            | 221.120.217.16  |   A   |
| lms.superior.edu.pk                                                         | 162.241.85.206  |   A   |
| lms.tuf.edu.pk                                                              | 3.128.245.252   | CNAME |
| lms.uaf.edu.pk                                                              | 121.52.152.11   |   A   |
| lms.ucp.edu.pk                                                              | 111.68.102.146  |   A   |
| lms.uet.edu.pk                                                              | 172.67.165.42   |   A   |
| lms.uhs.edu.pk                                                              | 104.21.68.129   |   A   |
| lms.umt.edu.pk                                                              | 172.67.73.182   |   A   |
| lms.uoch.edu.pk                                                             | 172.98.94.6     |   A   |
| lms.uog.edu.pk                                                              | 111.68.104.136  |   A   |
| lms.uom.edu.pk                                                              | 95.111.249.180  |   A   |
| lms.uop.edu.pk                                                              | 121.52.147.12   |   A   |
| lms.usf.org.pk                                                              | 203.124.44.44   |   A   |
| lms.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lms.uswat.edu.pk                                                            | 203.124.44.72   |   A   |
| lms.uvas.edu.pk                                                             | 111.68.105.213  |   A   |
| lms.water.muet.edu.pk                                                       | 172.67.71.210   |   A   |
| lms1.niu.edu.pk                                                             | 35.213.158.254  |   A   |
| lms1.numl.edu.pk                                                            | 111.68.97.102   |   A   |
| lms1.pafkiet.edu.pk                                                         | 176.32.230.13   |   A   |
| lms1.uaf.edu.pk                                                             | 121.52.152.21   |   A   |
| lms2.dsu.edu.pk                                                             | 111.68.107.82   |   A   |
| lms2.iba.edu.pk                                                             | 111.68.111.151  |   A   |
| lms2.numl.edu.pk                                                            | 111.68.97.120   |   A   |
| lms2.uoch.edu.pk                                                            | 172.98.94.6     |   A   |
| lms3.numl.edu.pk                                                            | 111.68.97.100   |   A   |
| lms3.pafkiet.edu.pk                                                         | 151.139.128.10  |   A   |
| lmsarchive.iba.edu.pk                                                       | 111.68.108.143  |   A   |
| lmsarchives.lums.edu.pk                                                     | 110.93.234.188  |   A   |
| lmsconnected.umt.edu.pk                                                     | 172.67.73.182   |   A   |
| lmshelp.cloud.neduet.edu.pk                                                 | 216.58.209.147  | CNAME |
| lmsiqtm.pu.edu.pk                                                           | 111.68.103.27   | error |
| lmslums.lums.edu.pk                                                         | 203.135.62.132  |   A   |
| ln.kp.gov.pk                                                                | 175.107.63.150  |   A   |
| lncaccess.zong.com.pk                                                       | 209.150.154.6   |   A   |
| lnddrive.pitb.gov.pk                                                        | 103.226.216.140 |   A   |
| lngdjmohdbinohdj.pmc.gov.pk                                                 | 43.250.84.119   | error |
| lngdjmopphlnknoh.pmc.gov.pk                                                 | 43.250.84.119   |   A   |
| lnglnophlnonhlno.mdcat.pmc.gov.pk                                           | 43.250.84.119   |   A   |
| lnk.agpr.gov.pk                                                             | 210.56.11.83    |   A   |
| lnpfhr.punjab.gov.pk                                                        | 103.226.216.195 |   A   |
| lns.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| lns1.uskt.edu.pk                                                            | 206.72.198.158  |   A   |
| lnweb-ext.zong.com.pk                                                       | 209.150.154.40  |   A   |
| lnx.gis.pu.edu.pk                                                           | 111.68.103.27   |   A   |
| lo0.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| lo1.daewoo.com.pk                                                           | 144.76.139.14   |   A   |
| lo1.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| lo2.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| lo6.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| load.colgate.com.pk                                                         | 35.213.138.68   |   A   |
| loadbalancer-111.68.97.128.ist.edu.pk                                       | 111.68.97.150   |   A   |
| loadbalancer-111.68.97.141.ist.edu.pk                                       | 111.68.97.150   |   A   |
| loadbalancer-pmc.gov.pk.pmc.gov.pk                                          | 43.250.84.119   |   A   |
| loadbalancer111.68.97.137.ist.edu.pk                                        | 111.68.97.150   |   A   |
| local.ppra.org.pk                                                           | 104.21.41.210   |   A   |
| local_council_board.kp.gov.pk                                               | 175.107.63.150  |   A   |
| local_government.kp.gov.pk                                                  | 175.107.63.150  |   A   |
| local_government.m.kp.gov.pk                                                | 175.107.63.150  |   A   |
| localgov.ajk.gov.pk                                                         | 203.124.35.226  |   A   |
| locas1.pmd.gov.pk                                                           | 203.124.42.75   |   A   |
| lochicities.lesco.gov.pk                                                    | 65.254.231.115  |   A   |
| locum.kp.gov.pk                                                             | 162.144.177.126 |   A   |
| lodhradpmnls.pmd.gov.pk                                                     | 203.124.42.75   |   A   |
| lodhran-lms.bzu.edu.pk                                                      | 119.159.230.43  |   A   |
| lodhran.dc.lhc.gov.pk                                                       | 103.226.217.228 |   A   |
